file,expected_class,predicted_class,predicted_confidence,expected_class_confidence,flag
external/inaturalist/daara-randanakaya/267709504_481130777.jpg,daara-randanakaya,diyawaranaya,0.1419,0.0829,mismatch
external/inaturalist/daara-randanakaya/268914519_483434439.jpg,daara-randanakaya,pala-polanga,0.2917,0.0609,mismatch
external/inaturalist/daara-randanakaya/290347397_522308488.jpg,daara-randanakaya,daara-randanakaya,0.5942,0.5942,
external/inaturalist/daara-randanakaya/290619522_522823786.jpg,daara-randanakaya,lanka-diyabariya,0.2149,0.1948,mismatch
external/inaturalist/daara-randanakaya/301874528_544002114.jpg,daara-randanakaya,thuru-haldanda,0.1733,0.0022,mismatch
external/inaturalist/daara-randanakaya/301874528_544002166.jpg,daara-randanakaya,kuda-madilla,0.1476,0.0321,mismatch
external/inaturalist/daara-randanakaya/301874528_548403623.jpg,daara-randanakaya,kunakatuwa,0.1056,0.0019,mismatch
external/inaturalist/daara-randanakaya/301874528_548403654.jpg,daara-randanakaya,mudu-karawala,0.1115,0.0319,mismatch
external/inaturalist/daara-randanakaya/301874528_548403686.jpg,daara-randanakaya,diyawaranaya,0.0734,0.0083,mismatch
external/inaturalist/daara-randanakaya/311866340_563009529.jpg,daara-randanakaya,daara-randanakaya,0.8865,0.8865,
external/inaturalist/daara-randanakaya/328683536_595649670.jpg,daara-randanakaya,palabariya,0.1444,0.0552,mismatch
external/inaturalist/daara-randanakaya/328782720_595850415.jpg,daara-randanakaya,garandiya,0.3573,0.0181,mismatch
external/inaturalist/daara-randanakaya/334508094_607480948.jpg,daara-randanakaya,pimbura,0.1540,0.0112,mismatch
external/inaturalist/daara-randanakaya/339807491_618235134.jpg,daara-randanakaya,mudu-karawala,0.2779,0.0317,mismatch
external/inaturalist/daara-randanakaya/339807491_618235177.jpg,daara-randanakaya,mudu-karawala,0.1974,0.0159,mismatch
external/inaturalist/daara-randanakaya/339807491_618235203.jpg,daara-randanakaya,daara-randanakaya,0.7392,0.7392,
external/inaturalist/daara-randanakaya/342947656_624596359.jpg,daara-randanakaya,depath-naya,0.3696,0.1221,mismatch
external/inaturalist/daara-randanakaya/342947656_624596382.jpg,daara-randanakaya,daara-randanakaya,0.2923,0.2923,
external/inaturalist/daara-randanakaya/345612761_629880425.jpg,daara-randanakaya,panduru-mapila,0.2589,0.1972,mismatch
external/inaturalist/daara-randanakaya/345612761_629880433.jpg,daara-randanakaya,daara-randanakaya,0.1991,0.1991,
external/inaturalist/daara-randanakaya/345612761_629880492.jpg,daara-randanakaya,diyawaranaya,0.1967,0.0561,mismatch
external/inaturalist/daara-randanakaya/345612761_629880561.jpg,daara-randanakaya,aharakukka,0.2062,0.0162,mismatch
external/inaturalist/daara-randanakaya/345861767_630371461.jpg,daara-randanakaya,daara-randanakaya,0.2793,0.2793,
external/inaturalist/daara-randanakaya/348065758_634736731.jpg,daara-randanakaya,daara-randanakaya,0.7664,0.7664,
external/inaturalist/daara-randanakaya/349477956_637522160.jpg,daara-randanakaya,diyawaranaya,0.2140,0.1878,mismatch
external/inaturalist/daara-randanakaya/349477956_637522162.jpg,daara-randanakaya,daara-randanakaya,0.1975,0.1975,
external/inaturalist/daara-randanakaya/350292072_639109243.jpg,daara-randanakaya,daara-randanakaya,0.2223,0.2223,
external/inaturalist/daara-randanakaya/350778566_640066349.jpg,daara-randanakaya,garandiya,0.1667,0.0172,mismatch
external/inaturalist/daara-randanakaya/363597148_663723754.jpg,daara-randanakaya,kata-kaluwa,0.2412,0.0029,mismatch
external/inaturalist/daara-randanakaya/363984874_664441139.jpg,daara-randanakaya,daara-randanakaya,0.8425,0.8425,
external/inaturalist/daara-randanakaya/36517116_57734661.jpg,daara-randanakaya,thuru-haldanda,0.0745,0.0028,mismatch
external/inaturalist/daara-randanakaya/367023989_670228709.jpg,daara-randanakaya,gata-randanakaya,0.2602,0.1751,mismatch
external/inaturalist/daara-randanakaya/40170635_63809348.jpg,daara-randanakaya,daara-randanakaya,0.2627,0.2627,
external/inaturalist/daara-randanakaya/42121630_66859712.jpg,daara-randanakaya,mudu-karawala,0.1961,0.0296,mismatch
external/inaturalist/daara-randanakaya/45132342_71555148.jpg,daara-randanakaya,daara-randanakaya,0.4625,0.4625,
external/inaturalist/daara-randanakaya/62174000_99584267.jpg,daara-randanakaya,daara-randanakaya,0.2375,0.2375,
external/inaturalist/daara-randanakaya/6882180_8777365.jpg,daara-randanakaya,daara-randanakaya,0.6330,0.6330,
external/inaturalist/daara-randanakaya/96573024_160459811.jpg,daara-randanakaya,daara-randanakaya,0.9331,0.9331,
external/inaturalist/daara-randanakaya/96573024_160460150.jpg,daara-randanakaya,daara-randanakaya,0.2302,0.2302,
external/inaturalist/daara-randanakaya/96573024_160460169.jpg,daara-randanakaya,thel-karawala,0.5061,0.1504,mismatch
external/inaturalist/diyabariya/334598455_607667253.jpg,diyabariya,depath-naya,0.8355,0.0089,mismatch
external/inaturalist/diyabariya/335207500_608908885.jpg,diyabariya,kata-kaluwa,0.1655,0.0187,mismatch
external/inaturalist/diyabariya/336904898_612328886.jpg,diyabariya,mudu-karawala,0.4796,0.0083,mismatch
external/inaturalist/diyabariya/337264597_613056791.jpg,diyabariya,kata-kaluwa,0.2873,0.0026,mismatch
external/inaturalist/diyabariya/337264598_613056806.jpg,diyabariya,depath-naya,0.3345,0.1337,mismatch
external/inaturalist/diyabariya/337264598_613056814.jpg,diyabariya,mudu-karawala,0.1808,0.0090,mismatch
external/inaturalist/diyabariya/337264598_613056815.jpg,diyabariya,lanka-diyabariya,0.2227,0.0015,mismatch
external/inaturalist/diyabariya/337264598_613056834.jpg,diyabariya,diyabariya,0.2427,0.2427,
external/inaturalist/diyabariya/337774997_614112152.jpg,diyabariya,palabariya,0.1150,0.0867,mismatch
external/inaturalist/diyabariya/338174863_614930641.jpg,diyabariya,depath-naya,0.3492,0.0907,mismatch
external/inaturalist/diyabariya/338192468_614963862.jpg,diyabariya,kata-kaluwa,0.1022,0.0352,mismatch
external/inaturalist/diyabariya/339322937_617253045.jpg,diyabariya,kabara-randanakaya,0.4969,0.0020,mismatch
external/inaturalist/diyabariya/339405386_617422375.jpg,diyabariya,kandukara-mukalan-thelissa,0.2351,0.0480,mismatch
external/inaturalist/diyabariya/339524721_617664558.jpg,diyabariya,vayiri-dathkatiya,0.1329,0.0018,mismatch
external/inaturalist/diyabariya/340137295_618917904.jpg,diyabariya,kata-kaluwa,0.2475,0.0337,mismatch
external/inaturalist/diyabariya/341499845_621683669.jpg,diyabariya,alu-randanakaya,0.2790,0.0032,mismatch
external/inaturalist/diyabariya/341499845_621683671.jpg,diyabariya,alu-randanakaya,0.2376,0.0033,mismatch
external/inaturalist/diyabariya/341499845_621683674.jpg,diyabariya,alu-randanakaya,0.2624,0.0008,mismatch
external/inaturalist/diyabariya/341499845_621683935.jpg,diyabariya,garandiya,0.2055,0.0014,mismatch
external/inaturalist/diyabariya/341499845_621683968.jpg,diyabariya,lanka-diyabariya,0.1792,0.0009,mismatch
external/inaturalist/diyabariya/341499845_621684002.jpg,diyabariya,lanka-diyabariya,0.1523,0.0016,mismatch
external/inaturalist/diyabariya/341499870_621684396.jpg,diyabariya,depath-kaluwa,0.3785,0.0015,mismatch
external/inaturalist/diyabariya/341499870_621684415.jpg,diyabariya,mudu-karawala,0.2761,0.0014,mismatch
external/inaturalist/diyabariya/341499870_621684454.jpg,diyabariya,rana-mapila,0.1668,0.0070,mismatch
external/inaturalist/diyabariya/341505663_621709182.jpg,diyabariya,kata-kaluwa,0.3425,0.0062,mismatch
external/inaturalist/diyabariya/342073420_622860202.jpg,diyabariya,kabara-randanakaya,0.1894,0.0010,mismatch
external/inaturalist/diyabariya/342073420_622860242.jpg,diyabariya,kabara-randanakaya,0.2506,0.0017,mismatch
external/inaturalist/diyabariya/342073420_622860284.jpg,diyabariya,kandukara-mukalan-thelissa,0.2367,0.0006,mismatch
external/inaturalist/diyabariya/342073420_622860331.jpg,diyabariya,kabara-randanakaya,0.2500,0.0024,mismatch
external/inaturalist/diyabariya/342073420_622860381.jpg,diyabariya,kabara-randanakaya,0.2642,0.0043,mismatch
external/inaturalist/diyabariya/342073420_622860411.jpg,diyabariya,thel-karawala,0.2512,0.0026,mismatch
external/inaturalist/diyabariya/342073420_622860439.jpg,diyabariya,kabara-randanakaya,0.2529,0.0016,mismatch
external/inaturalist/diyabariya/342432755_623582404.jpg,diyabariya,depath-naya,0.2219,0.0027,mismatch
external/inaturalist/diyabariya/342432755_623583053.jpg,diyabariya,depath-naya,0.1767,0.0085,mismatch
external/inaturalist/diyabariya/342432755_623583059.jpg,diyabariya,kandukara-mukalan-thelissa,0.1803,0.0131,mismatch
external/inaturalist/diyabariya/342432755_623583063.jpg,diyabariya,depath-naya,0.1656,0.0517,mismatch
external/inaturalist/diyabariya/342432755_623583777.jpg,diyabariya,depath-naya,0.2898,0.0052,mismatch
external/inaturalist/diyabariya/342432755_623583790.jpg,diyabariya,depath-naya,0.4369,0.0330,mismatch
external/inaturalist/diyabariya/342432755_623583794.jpg,diyabariya,lanka-diyabariya,0.1011,0.0487,mismatch
external/inaturalist/diyabariya/342432755_623584277.jpg,diyabariya,kandukara-mukalan-thelissa,0.2242,0.0015,mismatch
external/inaturalist/diyabariya/342432755_623584383.jpg,diyabariya,depath-naya,0.3991,0.0414,mismatch
external/inaturalist/diyabariya/342432755_623584409.jpg,diyabariya,depath-naya,0.1399,0.0022,mismatch
external/inaturalist/diyabariya/342834172_624379616.jpg,diyabariya,kuda-madilla,0.1842,0.0025,mismatch
external/inaturalist/diyabariya/342834172_624379658.jpg,diyabariya,garandiya,0.3167,0.0066,mismatch
external/inaturalist/diyabariya/342909702_624533057.jpg,diyabariya,mudu-karawala,0.1239,0.0276,mismatch
external/inaturalist/diyabariya/342909702_624534115.jpg,diyabariya,alu-randanakaya,0.1661,0.0162,mismatch
external/inaturalist/diyabariya/343313888_625351538.jpg,diyabariya,mudu-karawala,0.0905,0.0075,mismatch
external/inaturalist/diyabariya/343458120_625647377.jpg,diyabariya,depath-naya,0.1282,0.0168,mismatch
external/inaturalist/diyabariya/343458120_625647452.jpg,diyabariya,lanka-diyabariya,0.1542,0.0606,mismatch
external/inaturalist/diyabariya/343458120_625647521.jpg,diyabariya,alu-randanakaya,0.2169,0.0648,mismatch
external/inaturalist/diyabariya/343458120_625647537.jpg,diyabariya,kata-kaluwa,0.1595,0.0128,mismatch
external/inaturalist/diyabariya/344693770_628082316.jpg,diyabariya,dathi-gomaraya,0.1292,0.0515,mismatch
external/inaturalist/diyabariya/344693770_628082318.jpg,diyabariya,kabara-randanakaya,0.2508,0.0368,mismatch
external/inaturalist/diyabariya/344693770_628082319.jpg,diyabariya,lanka-diyabariya,0.1200,0.0572,mismatch
external/inaturalist/diyabariya/345222640_629112060.jpg,diyabariya,palabariya,0.1693,0.0493,mismatch
external/inaturalist/diyabariya/346713508_632050040.jpg,diyabariya,depath-naya,0.4048,0.0010,mismatch
external/inaturalist/diyabariya/354217640_646226536.jpg,diyabariya,mal-randanakaya,0.4388,0.0127,mismatch
external/inaturalist/diyabariya/355305277_648024867.jpg,diyabariya,lanka-diyabariya,0.1406,0.0167,mismatch
external/inaturalist/diyabariya/357730854_652501376.jpg,diyabariya,depath-kaluwa,0.2020,0.0121,mismatch
external/inaturalist/diyabariya/358157701_653330744.jpg,diyabariya,lanka-diyabariya,0.3232,0.0120,mismatch
external/inaturalist/diyabariya/361055723_658897335.jpg,diyabariya,pala-polanga,0.1105,0.0074,mismatch
external/inaturalist/diyabariya/362459480_661550064.jpg,diyabariya,gata-randanakaya,0.2102,0.0006,mismatch
external/inaturalist/diyabariya/362459480_661550132.jpg,diyabariya,gata-randanakaya,0.1119,0.0020,mismatch
external/inaturalist/diyabariya/362459480_661550216.jpg,diyabariya,mudu-karawala,0.3549,0.0005,mismatch
external/inaturalist/diyabariya/364627792_665662536.jpg,diyabariya,kunakatuwa,0.2278,0.0488,mismatch
external/inaturalist/diyabariya/364627792_665662537.jpg,diyabariya,kunakatuwa,0.1755,0.0028,mismatch
external/inaturalist/diyabariya/364627792_665662552.jpg,diyabariya,kandukara-mukalan-thelissa,0.4670,0.0034,mismatch
external/inaturalist/diyabariya/368313659_672699407.jpg,diyabariya,kandukara-mukalan-thelissa,0.1896,0.0367,mismatch
external/inaturalist/diyabariya/373950102_683446703.jpg,diyabariya,kandukara-mukalan-thelissa,0.1399,0.0486,mismatch
external/inaturalist/diyabariya/373950102_683446720.jpg,diyabariya,kandukara-mukalan-thelissa,0.2964,0.0014,mismatch
external/inaturalist/diyabariya/373950169_683447251.jpg,diyabariya,depath-naya,0.2770,0.0290,mismatch
external/inaturalist/diyabariya/373950169_683447301.jpg,diyabariya,depath-naya,0.4526,0.0070,mismatch
external/inaturalist/diyabariya/374666793_684834143.jpg,diyabariya,mal-sara,0.1119,0.0149,mismatch
external/inaturalist/diyabariya/380579585_696278170.jpg,diyabariya,mudu-karawala,0.3078,0.0018,mismatch
external/inaturalist/diyabariya/381649748_698352842.jpg,diyabariya,kandukara-mukalan-thelissa,0.1305,0.0106,mismatch
external/inaturalist/diyabariya/381649748_698352970.jpg,diyabariya,lanka-diyabariya,0.2765,0.0530,mismatch
external/inaturalist/diyabariya/381649748_698353039.jpg,diyabariya,lanka-diyabariya,0.2505,0.0654,mismatch
external/inaturalist/diyabariya/385301307_705362661.jpg,diyabariya,mudu-karawala,0.1276,0.0675,mismatch
external/inaturalist/diyabariya/388132295_710823059.jpg,diyabariya,depath-naya,0.1502,0.0126,mismatch
external/inaturalist/diyabariya/388132295_710823105.jpg,diyabariya,kabara-randanakaya,0.2325,0.0477,mismatch
external/inaturalist/garandiya/336078983_610655641.jpg,garandiya,nidi-mapila,0.2748,0.1269,mismatch
external/inaturalist/garandiya/337264614_613056923.jpg,garandiya,dalawa-madilla,0.1452,0.0390,mismatch
external/inaturalist/garandiya/337264614_613056936.jpg,garandiya,pimbura,0.1351,0.1282,mismatch
external/inaturalist/garandiya/339002094_617077596.jpg,garandiya,aharakukka,0.1769,0.0468,mismatch
external/inaturalist/garandiya/339002094_617077652.jpg,garandiya,diyawaranaya,0.2113,0.0903,mismatch
external/inaturalist/garandiya/339002094_617077708.jpg,garandiya,palabariya,0.2363,0.1072,mismatch
external/inaturalist/garandiya/339002094_617077755.jpg,garandiya,garandiya,0.2283,0.2283,
external/inaturalist/garandiya/339002094_617077828.jpg,garandiya,depath-naya,0.1404,0.0446,mismatch
external/inaturalist/garandiya/340255810_619160046.jpg,garandiya,diyawaranaya,0.1381,0.1012,mismatch
external/inaturalist/garandiya/340298860_619241419.jpg,garandiya,nidi-mapila,0.1949,0.0402,mismatch
external/inaturalist/garandiya/341061661_620795347.jpg,garandiya,aharakukka,0.1373,0.0062,mismatch
external/inaturalist/garandiya/341061661_620796660.jpg,garandiya,aharakukka,0.0989,0.0281,mismatch
external/inaturalist/garandiya/341061661_620796662.jpg,garandiya,lanka-diyabariya,0.1803,0.0113,mismatch
external/inaturalist/garandiya/341502700_621702787.jpg,garandiya,panduru-haldanda,0.1494,0.1041,mismatch
external/inaturalist/garandiya/341502700_621702810.jpg,garandiya,mal-sara,0.1454,0.0099,mismatch
external/inaturalist/garandiya/341502700_621702832.jpg,garandiya,panduru-haldanda,0.0942,0.0262,mismatch
external/inaturalist/garandiya/341502700_621702835.jpg,garandiya,diyawaranaya,0.1143,0.0100,mismatch
external/inaturalist/garandiya/341505556_621708335.jpg,garandiya,garandiya,0.7612,0.7612,
external/inaturalist/garandiya/341505556_621710294.jpg,garandiya,garandiya,0.3049,0.3049,
external/inaturalist/garandiya/341505600_621708762.jpg,garandiya,garandiya,0.3802,0.3802,
external/inaturalist/garandiya/341505600_621708766.jpg,garandiya,garandiya,0.3960,0.3960,
external/inaturalist/garandiya/342709017_624131595.jpg,garandiya,thith-polanga,0.3063,0.0095,mismatch
external/inaturalist/garandiya/343778488_626295338.jpg,garandiya,garandiya,0.2125,0.2125,
external/inaturalist/garandiya/343778488_626295354.jpg,garandiya,kunu-diya-kaluwa,0.1196,0.1065,mismatch
external/inaturalist/garandiya/344630218_627962889.jpg,garandiya,kata-kaluwa,0.2203,0.0609,mismatch
external/inaturalist/garandiya/345449212_629559679.jpg,garandiya,thith-polanga,0.1328,0.0175,mismatch
external/inaturalist/garandiya/345449212_629559683.jpg,garandiya,depath-naya,0.2834,0.0074,mismatch
